feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
4.362131907204495,-0.07185839385904697,-0.38917320747299344,-2.0076384190382623,-2.220453751503902,-0.4504470782130064,1.9020792424853648,-1.2039059621022588,-0.11705532308526423,1.8381473464806646,2.6070068268277864,-2.2155616743172004,-3.8153765876736685,0.5084186281906471,-1.7931247843359264,0.9776591369651063,-2.116409568338737,0.6423133625895667,1.1638151305620357,-1.773928069567075,2
6.574635016080584,1.7935439271787375,-0.5378053759036716,0.013720193788723634,-0.4742991658195739,-3.550831257676339,-2.5811421815677797,-3.5923939418150157,-1.1660581185783363,-3.296089193481851,0.431460707756195,-3.261815503834053,3.506493605073314,0.24553399324290154,1.0058589844658574,-0.4331418994366355,3.0792530572432346,0.187574793190974,2.8633735773134075,6.382327267146944,2
1.2693006139818783,0.8547933760195211,-1.3033746368074732,3.7855555789239665,-1.3689405567031943,-2.868703257152246,-2.809078536793614,-2.715997026598723,1.0283383769578813,2.0147891039051125,-4.785686474762643,0.1159717160274003,7.08545850269481,1.7620757749238525,0.3177217350129339,0.31812686237369603,2.777580916071901,-0.03964207789491337,0.7982750850358247,4.841017235446207,1
-0.6554045707010487,2.3087055779965038,0.7957017277611227,0.9498310874123754,1.6860125838610311,-0.5349361955288174,-2.881416650792888,-0.9422567694932182,0.41025906898077413,-0.7546306310051476,0.3631035915651577,0.5965213625052748,4.572411430310804,-0.6648447751415201,-0.9496387450907569,-0.3815835486484203,-0.7111365518808441,-1.5793719075375354,-0.8703457593697632,1.6543260919958336,0
-2.591096962088565,-0.06570503750713191,4.663627672427572,0.7131081421590789,0.3255604071093235,-1.748260765683872,-1.9578711628590832,2.843757450065548,-0.5236746880555153,1.145491824343115,2.608731184056797,0.09930045253363129,3.020800467066638,-2.454800106426278,0.5979135073989382,-1.1366876164461543,-1.9067575992504517,0.22003100406939308,0.4300025265145274,-0.9372972225661336,2
-3.117787569865575,0.5360669630546203,1.5935448197772113,-0.7548152247695652,0.9936896763006376,-1.2535708288856313,0.5009929429614406,-1.1464071028746519,-0.3572022912606917,-1.4900675419045912,-1.0278253041573424,3.0875166628515016,3.0364806952164263,-3.010144947259341,-0.20424931207931116,0.5820273536172682,2.4578198520963186,-1.0348910186891174,0.823987665865741,0.961421287764484,1
-1.8320052885742408,1.755148949688766,0.40363980488172835,-0.8952141588798623,-0.3583879681773203,-0.11276725095952973,-0.9128029411134237,-0.22161333180380183,-1.4832483178978748,-1.2151571573709405,1.9598949327505488,-0.3117289985824774,3.466556195786057,0.1251635533219781,-1.5040309901488447,1.1398042162504856,-0.4545176360291059,-0.7035239816671137,-3.1378098120029425,0.37788017005499014,1
-3.9616027661612674,-0.0053418198783836135,0.8298142237710849,-1.7465049227974492,-0.9627748512670647,1.0924925542810524,0.7215529375482093,2.5948087101193487,-1.4722573634829728,-1.0750418069907075,1.310472532108246,2.1651663578826907,-1.7142529002140026,2.088363635106939,1.2778643373901297,-0.18072229018177993,0.8767588322299513,0.3913103208194433,-1.7517588652218987,-0.2184902045809188,1
6.7325475610170455,-4.322113544928722,1.9668593345444552,-1.360632812114719,0.428821006012148,-6.695484381136991,-1.7534625948041844,-2.4995504321676476,-0.9738283359082053,0.18485341507824715,4.322452518694475,-0.6218688291229826,-3.255457119635776,-1.7731045241710006,-0.04704344829848102,-1.0810120697625603,-3.406098851270581,1.4543101017964906,0.8774289359816458,-4.673723144531484,0
6.099724172872869,-2.992142485718908,-4.4945785355857595,1.0319294905873464,-0.9344108510382787,-0.9285442320541882,-0.8860788560430239,-1.9377527998408217,1.97871068423802,1.5247764055764819,-2.7607360538021153,-0.5353067004208704,-3.643730884639097,1.319898620987141,0.5103080062634342,0.39609100485977183,-0.020150316035043414,0.32151594622755614,-0.04532127768607319,-1.9467086738295378,2
1.2597318409083076,-0.6560379689041187,0.9908086714272063,-0.8657477060642392,-0.34950687695877036,-3.792762210900177,-1.8064980388479543,0.49476811001361404,-0.26232359629912794,0.8113036985666469,1.7684815418487891,-0.5953125449831558,2.8027591746118072,0.8863536536419656,0.12305078655877959,1.026825595587056,1.1931679322026376,-0.22544312741700015,-1.2211794455046414,0.8824778174062683,1
4.664708514750983,-3.559485992570072,-2.474178952199657,0.7757390656795397,-0.986707685714242,-2.6695539840942195,0.01891680360426795,-2.269911642209951,0.07152204427778029,2.705542860313105,-1.8487467149557326,-0.14511071644188278,-2.2475727105934133,0.10038548278029535,1.6550683418264938,0.6457349470842716,-0.6746047769225813,-0.5048153650986971,-0.010691529562404822,-3.158673840276262,2
6.132485379436812,3.361912207094969,1.1568320170694821,-1.9886084463635747,2.926157338518293,-6.810944419941494,-3.1944803687394914,-3.398795259433229,0.08623487529719638,2.771939391850096,3.401272365315538,-3.1316801307851385,9.253253831901645,-0.7129750851543357,0.5903266244416786,-1.2065815287074781,1.5161370707355273,0.7048680817970704,-0.060122990465253934,4.272981709645455,2
0.5451573781886088,-0.4325347097248937,-0.5636212976198656,1.9429451883205693,0.11143233272431155,-0.5916490089954507,-1.6986224886822217,-1.0301072904677904,1.6986881537835914,1.609900399863083,-2.04757236793186,1.2330968725987241,1.6911340280218312,-1.2400081994099637,-0.4630462600250518,-0.18019118966390044,-0.9871907384421101,1.2362351239265392,0.06933844399046918,-1.0541733304836545,2
2.9174952153381164,-4.19808506913051,0.7154765293380138,1.2846503623697245,-0.5283967720203763,-3.36694397477511,-0.05497422845224198,-0.926419394964237,0.18280171273074106,-3.1145766350565647,0.672259529511164,-3.185974187517169,-1.6505431880404073,-0.05383313134515344,-0.6042894316091492,-0.36568698487245527,0.2709519909557428,-1.568881293023388,0.723758165383703,-0.32366146078679625,0
1.7012624185564886,-0.09095232256779029,0.9623317216684718,-0.28497322056251506,0.5992716708727502,-6.030614040052725,-3.839784052695044,-3.7224626629171103,1.0574531394341935,-0.8695485978720519,1.2589286972253284,1.3697528640332046,6.965011195662201,-2.2833593883076646,1.108841419071706,0.6801760800632762,0.27511180449361583,0.80633201905893,-2.3565141478506684,0.05270717040962387,1
-2.6499054103373383,-2.473466769598415,5.281206076070983,1.3782018066593618,-0.10247922314240923,-3.422871843018693,2.1832635032550267,-2.289545449846786,0.5024883236221023,-3.6372457342308824,1.6332275459720504,0.010849468750936953,-1.0096043576175842,-0.17113978109389272,-2.413448170283476,0.28574016127659174,-1.3889943645228702,0.4580155514898559,2.917489309126223,0.2167468981063231,0
-4.291818937179804,1.3387914126955613,0.06544836371912549,-0.4416488514616225,-0.5193413108811302,3.8642422951709854,-0.0014385094028652734,3.89721155908037,-0.10570808097568828,-0.7522372116921814,0.0784157818542517,1.4274759896205105,-1.3374319307048141,1.4779321253512707,-0.20819273278073774,0.007282987050419192,0.47427193630178144,1.3549896343416075,-1.2562869755286323,0.5099998759624594,1
3.2446081055978913,-0.7806981362119061,1.1639230793996944,0.610158599747956,0.9346701581005344,-7.251675469444725,-5.338278374235091,-1.9871835727488925,1.4157466076601128,0.9249466255936056,1.3681868657454692,-0.34518411051985526,8.070251574430982,-1.4099287505567544,1.4371698553041121,0.16394494455802602,0.6196173361234432,-0.052978274929529716,-2.22838895760763,0.8074005709228984,0
2.2807172015006723,-1.2005846505373539,-0.49806998271162706,-2.573319058756502,0.04181934789533887,0.7573092483769,-2.2906242889268813,4.360079206566757,1.1257568490321013,0.7359134523765585,2.543782485503109,2.0051290408319176,-6.1228392737194,1.0557917677378956,1.1428303395562345,-0.6968660144532531,-0.6618748581237666,0.11341519819815811,-0.1371934520249054,-2.4993747678408935,1
